date,forecasted_close
2025-01-01,193.0599975585937
2025-01-02,199.93985575112742
2025-01-03,191.69431842462762
2025-01-04,194.28557451186637
2025-01-05,188.80107861485806
2025-01-06,190.22475798298217
2025-01-07,187.58910400452217
2025-01-08,188.968619668104
2025-01-09,188.16264669687453
2025-01-10,189.54540194284877
2025-01-11,189.53394631113588
2025-01-12,190.58493709523694
2025-01-13,190.6313646043426
2025-01-14,191.13851537320716
2025-01-15,190.96041640385104
2025-01-16,191.01617234900232
2025-01-17,190.6953170832578
2025-01-18,190.56737309431423
2025-01-19,190.29616540451119
2025-01-20,190.2056132219764
2025-01-21,190.08680251351265
2025-01-22,190.1031955810405
2025-01-23,190.11264111042556
2025-01-24,190.19072285230527
2025-01-25,190.24452724179847
2025-01-26,190.31326103207593
2025-01-27,190.34522751375525
2025-01-28,190.36932922613255
2025-01-29,190.3634550436017
2025-01-30,190.35149200741768
2025-01-31,190.3266096727772
