Date,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country,Dividends,Stock Splits,Capital Gains
2000-01-03 00:00:00-0500,36.04181095563055,36.425642808193174,34.39133398961126,35.792320251464844,53228400,msft,MSFT,technology,usa,0.0,0.0,
2000-01-04 00:00:00-0500,34.87111432015168,35.965034802401895,34.468090984585814,34.5832405090332,54119000,msft,MSFT,technology,usa,0.0,0.0,
2000-01-05 00:00:00-0500,34.12263410422646,35.73472705403243,33.58526978762447,34.947872161865234,64059600,msft,MSFT,technology,usa,0.0,0.0,
2000-01-06 00:00:00-0500,34.448908339847215,34.967081334374164,33.27822120406411,33.77720260620117,54976600,msft,MSFT,technology,usa,0.0,0.0,
2000-01-07 00:00:00-0500,33.35498720811982,34.46809955453579,32.95196377234852,34.21860885620117,62013600,msft,MSFT,technology,usa,0.0,0.0,
2000-01-10 00:00:00-0500,34.83272249820769,34.909488828782244,34.199400270967544,34.468082427978516,44963600,msft,MSFT,technology,usa,0.0,0.0,
2000-01-11 00:00:00-0500,34.23779152134487,35.0822213570731,33.374170098440985,33.58527755737305,46743600,msft,MSFT,technology,usa,0.0,0.0,
2000-01-12 00:00:00-0500,33.31659020267853,33.43173970798733,32.069137228499905,32.49135208129883,66532400,msft,MSFT,technology,usa,0.0,0.0,
2000-01-13 00:00:00-0500,32.04995791670205,33.35498614325039,31.167144704625226,33.10549545288086,83144000,msft,MSFT,technology,usa,0.0,0.0,
2000-01-14 00:00:00-0500,32.91356423384362,34.98625515935681,32.472157833039894,34.468082427978516,73416400,msft,MSFT,technology,usa,0.0,0.0,
2000-01-18 00:00:00-0500,34.333760014975944,35.77312949576029,34.31456842189882,35.40848922729492,81483600,msft,MSFT,technology,usa,0.0,0.0,
2000-01-19 00:00:00-0500,33.93073975037191,34.23780526847483,32.54894491890881,32.85601043701172,97568200,msft,MSFT,technology,usa,0.0,0.0,
2000-01-20 00:00:00-0500,32.8751919494485,33.681238687263345,32.51055175853225,32.54893493652344,56349800,msft,MSFT,technology,usa,0.0,0.0,
2000-01-21 00:00:00-0500,32.85600255024002,32.93276891133871,31.70450713375965,31.85803985595703,68416200,msft,MSFT,technology,usa,0.0,0.0,
2000-01-24 00:00:00-0500,31.87243123996405,32.45297680372074,30.956032870728293,31.090373992919922,63597600,msft,MSFT,technology,usa,0.0,0.0,
2000-01-25 00:00:00-0500,31.013605775224406,31.896418810905296,30.572199257383957,31.570161819458008,59823200,msft,MSFT,technology,usa,0.0,0.0,
2000-01-26 00:00:00-0500,31.455005516196195,31.781262437352595,30.437851585532133,30.514617919921875,49365000,msft,MSFT,technology,usa,0.0,0.0,
2000-01-27 00:00:00-0500,30.6729449534718,31.071170267274105,29.86210063982613,30.32269859313965,63654800,msft,MSFT,technology,usa,0.0,0.0,
2000-01-28 00:00:00-0500,30.130779591528817,30.783293289689315,29.862097480521555,30.16916275024414,58225400,msft,MSFT,technology,usa,0.0,0.0,
2000-01-31 00:00:00-0500,29.97727261831934,30.149996980396725,29.132842403718797,30.054039001464844,73194200,msft,MSFT,technology,usa,0.0,0.0,
2000-02-01 00:00:00-0500,30.24593891081263,31.704499416664,29.996448297969632,31.60854148864746,70196600,msft,MSFT,technology,usa,0.0,0.0,
2000-02-02 00:00:00-0500,31.455022783510003,31.91562104269502,30.860083365396026,30.95604133605957,49915600,msft,MSFT,technology,usa,0.0,0.0,
2000-02-03 00:00:00-0500,31.339859105421926,31.99237301208717,30.744919955227143,31.81964874267578,49186000,msft,MSFT,technology,usa,0.0,0.0,
2000-02-04 00:00:00-0500,32.04995123452105,33.16306331332478,31.977982781150125,32.721656799316406,55365400,msft,MSFT,technology,usa,0.0,0.0,
2000-02-07 00:00:00-0500,32.79842712563339,32.81761871552551,32.01157194005646,32.74085235595703,40005800,msft,MSFT,technology,usa,0.0,0.0,
2000-02-08 00:00:00-0500,32.6832743086823,33.7771948228308,32.6832743086823,33.75800323486328,56229000,msft,MSFT,technology,usa,0.0,0.0,
2000-02-09 00:00:00-0500,33.60447721641797,33.60447721641797,31.89642554750809,31.9348087310791,55090000,msft,MSFT,technology,usa,0.0,0.0,
2000-02-10 00:00:00-0500,31.90121880792222,32.72165923748376,31.474205952770305,32.54893493652344,54527800,msft,MSFT,technology,usa,0.0,0.0,
2000-02-11 00:00:00-0500,32.20348477676706,32.20348477676706,30.437858674584366,30.687349319458008,115559000,msft,MSFT,technology,usa,0.0,0.0,
2000-02-14 00:00:00-0500,31.0855720518823,31.243902639582885,30.418664424901028,30.591388702392578,81028600,msft,MSFT,technology,usa,0.0,0.0,
2000-02-15 00:00:00-0500,30.62975568656462,30.70652199154348,30.13077470420204,30.26511573791504,71027600,msft,MSFT,technology,usa,0.0,0.0,
2000-02-16 00:00:00-0500,30.476251575308787,30.764125488173796,29.823737372814772,29.977270126342773,65202600,msft,MSFT,technology,usa,0.0,0.0,
2000-02-17 00:00:00-0500,30.245940147409478,30.61058028878053,29.82852314347156,30.591388702392578,80343400,msft,MSFT,technology,usa,0.0,0.0,
2000-02-18 00:00:00-0500,30.70651824971236,30.72570982361843,29.1328091894146,29.190383911132812,79063000,msft,MSFT,technology,usa,0.0,0.0,
2000-02-22 00:00:00-0500,29.20959528567869,29.82372606698074,28.499506569798196,28.80657196044922,66296200,msft,MSFT,technology,usa,0.0,0.0,
2000-02-23 00:00:00-0500,28.710611318087388,29.40150838189163,28.2692048606569,28.94091033935547,75847200,msft,MSFT,technology,usa,0.0,0.0,
2000-02-24 00:00:00-0500,28.940903998301966,29.439885101720964,28.25000708587566,29.094436645507812,69733200,msft,MSFT,technology,usa,0.0,0.0,
2000-02-25 00:00:00-0500,29.075245769116915,29.08004366445835,27.789409817611414,28.03890037536621,65301400,msft,MSFT,technology,usa,0.0,0.0,
2000-02-28 00:00:00-0500,27.71264976527504,28.288397336575766,27.060135851134216,28.115673065185547,76131800,msft,MSFT,technology,usa,0.0,0.0,
2000-02-29 00:00:00-0500,28.17324220884096,28.17324220884096,27.290429442078914,27.44396209716797,58437400,msft,MSFT,technology,usa,0.0,0.0,
2000-03-01 00:00:00-0500,27.520730175483006,28.89292836763575,27.30962276130566,27.8853702545166,106889800,msft,MSFT,technology,usa,0.0,0.0,
2000-03-02 00:00:00-0500,28.192436361249033,29.286356628499675,27.981328941253295,28.672225952148438,106932600,msft,MSFT,technology,usa,0.0,0.0,
2000-03-03 00:00:00-0500,29.094449538093244,30.36109443882817,28.825767286422195,29.516664505004883,101435200,msft,MSFT,technology,usa,0.0,0.0,
2000-03-06 00:00:00-0500,29.478269127155173,29.90048391934099,27.674260469633957,27.82779312133789,93609400,msft,MSFT,technology,usa,0.0,0.0,
2000-03-07 00:00:00-0500,29.51666221772678,29.93887715192053,28.230825827227626,28.518699645996094,135061000,msft,MSFT,technology,usa,0.0,0.0,
2000-03-08 00:00:00-0500,28.806566859632632,29.535847033294218,27.942945601349177,29.343931198120117,94290000,msft,MSFT,technology,usa,0.0,0.0,
2000-03-09 00:00:00-0500,29.267171949148178,30.706541061401367,29.171214008331297,30.706541061401367,88198800,msft,MSFT,technology,usa,0.0,0.0,
2000-03-10 00:00:00-0500,30.572187328102565,31.474191599553173,30.552995747858933,31.013593673706055,85589000,msft,MSFT,technology,usa,0.0,0.0,
2000-03-13 00:00:00-0500,29.977257709113918,30.783304331253984,29.938874536631054,30.0924072265625,61831800,msft,MSFT,technology,usa,0.0,0.0,
2000-03-14 00:00:00-0500,30.284321595742103,30.476237448693574,29.209592819213867,29.209592819213867,73489200,msft,MSFT,technology,usa,0.0,0.0,
2000-03-15 00:00:00-0500,29.036859717312833,29.670181839369224,28.76817760492527,29.28635025024414,53208000,msft,MSFT,technology,usa,0.0,0.0,
2000-03-16 00:00:00-0500,29.45907446535043,29.68937341882548,28.63383654873149,29.28635025024414,77300800,msft,MSFT,technology,usa,0.0,0.0,
2000-03-17 00:00:00-0500,29.247973402491155,30.553001087116744,29.017674399321933,30.514617919921875,81161600,msft,MSFT,technology,usa,0.0,0.0,
2000-03-20 00:00:00-0500,30.32270274817255,30.62976809245784,29.631805723530643,29.900487899780273,47773000,msft,MSFT,technology,usa,0.0,0.0,
2000-03-21 00:00:00-0500,29.708568684376072,31.6661100317962,29.631802357026263,31.550960540771484,81648800,msft,MSFT,technology,usa,0.0,0.0,
2000-03-22 00:00:00-0500,31.570164793628756,32.43378632293775,31.05199187604336,31.704505920410156,93975800,msft,MSFT,technology,usa,0.0,0.0,
2000-03-23 00:00:00-0500,32.79842110958845,34.6600049876634,32.74084635047274,34.35293960571289,148224000,msft,MSFT,technology,usa,0.0,0.0,
2000-03-24 00:00:00-0500,34.58324586497917,35.312526299423794,33.64285793635321,34.295372009277344,112196800,msft,MSFT,technology,usa,0.0,0.0,
2000-03-27 00:00:00-0500,33.09109241554329,33.23982720818963,31.915607763983463,31.953990936279297,111434000,msft,MSFT,technology,usa,0.0,0.0,
2000-03-28 00:00:00-0500,31.819642873207492,32.99032937216145,31.435811234206195,32.0307502746582,81114400,msft,MSFT,technology,usa,0.0,0.0,
2000-03-29 00:00:00-0500,32.29943964432697,33.450934818812776,32.28024805808553,32.913570404052734,64363800,msft,MSFT,technology,usa,0.0,0.0,
2000-03-30 00:00:00-0500,32.60649722720865,33.35496891164722,31.47419390972465,31.742876052856445,64178400,msft,MSFT,technology,usa,0.0,0.0,
2000-03-31 00:00:00-0500,32.54892793543198,33.239824990665205,31.973180389404295,32.625694274902344,64281400,msft,MSFT,technology,usa,0.0,0.0,
2000-04-03 00:00:00-0400,28.998484221908377,29.63180651133457,27.63588172041566,27.904563903808594,260118200,msft,MSFT,technology,usa,0.0,0.0,
2000-04-04 00:00:00-0400,28.115683059584697,28.250024207309675,26.081374251177888,27.194486618041992,181244400,msft,MSFT,technology,usa,0.0,0.0,
2000-04-05 00:00:00-0400,27.098507722448854,27.175274033277322,26.369227769578416,26.52276039123535,82887600,msft,MSFT,technology,usa,0.0,0.0,
2000-04-06 00:00:00-0400,26.983376738636995,27.021759920342024,26.182127820544466,26.407629013061523,66421400,msft,MSFT,technology,usa,0.0,0.0,
2000-04-07 00:00:00-0400,26.714696109169406,27.44397660640248,26.10056516413103,27.348018646240234,82613600,msft,MSFT,technology,usa,0.0,0.0,
2000-04-10 00:00:00-0400,27.21367402031704,27.21367402031704,26.407627258079156,26.42681884765625,60685400,msft,MSFT,technology,usa,0.0,0.0,
2000-04-11 00:00:00-0400,26.138931848608433,26.426805547381655,25.639950770734853,25.75510025024414,71961800,msft,MSFT,technology,usa,0.0,0.0,
2000-04-12 00:00:00-0400,25.217733809703915,25.256116966187484,24.18138858464759,24.37330436706543,153003800,msft,MSFT,technology,usa,0.0,0.0,
2000-04-13 00:00:00-0400,24.833909696584996,25.256124544594943,24.258162176571435,24.334928512573242,94316200,msft,MSFT,technology,usa,0.0,0.0,
2000-04-14 00:00:00-0400,24.296547807690263,24.41169732336652,22.492538728762234,22.761220932006836,151217800,msft,MSFT,technology,usa,0.0,0.0,
2000-04-17 00:00:00-0400,22.799610244776115,23.336974795999794,22.415778422473487,23.29859161376953,119772200,msft,MSFT,technology,usa,0.0,0.0,
2000-04-18 00:00:00-0400,23.490501966099114,25.16016999800322,23.29858610036301,24.73795509338379,91794600,msft,MSFT,technology,usa,0.0,0.0,
2000-04-19 00:00:00-0400,25.006644325468443,25.025835917429664,23.989489951523833,24.162214279174805,53715400,msft,MSFT,technology,usa,0.0,0.0,
2000-04-20 00:00:00-0400,24.143015685576064,24.526847413486653,23.797567130456535,24.23897361755371,52387400,msft,MSFT,technology,usa,0.0,0.0,
2000-04-24 00:00:00-0400,20.65015261079312,20.88045171054174,19.959255311547256,20.458236694335938,313645800,msft,MSFT,technology,usa,0.0,0.0,
2000-04-25 00:00:00-0400,21.11074791298256,21.34104698112419,20.765299310770118,21.302663803100586,159517400,msft,MSFT,technology,usa,0.0,0.0,
2000-04-26 00:00:00-0400,21.494578193215766,21.840026771321018,20.688531510970172,20.880447387695312,107091200,msft,MSFT,technology,usa,0.0,0.0,
2000-04-27 00:00:00-0400,20.707723735375605,21.475387265880727,20.68853214711298,21.43700408935547,77669800,msft,MSFT,technology,usa,0.0,0.0,
2000-04-28 00:00:00-0400,21.72487195332845,21.801638285319008,20.95720863342285,21.41780662536621,78082600,msft,MSFT,technology,usa,0.0,0.0,
2000-05-01 00:00:00-0400,22.37739697395487,22.722845640791224,22.0127567145165,22.550121307373047,107811000,msft,MSFT,technology,usa,0.0,0.0,
2000-05-02 00:00:00-0400,22.35819849857064,22.569305952205212,21.341044403785883,21.456193923950195,97716200,msft,MSFT,technology,usa,0.0,0.0,
2000-05-03 00:00:00-0400,21.60973592982871,21.744077094578977,21.129946055720612,21.66731071472168,55354800,msft,MSFT,technology,usa,0.0,0.0,
2000-05-04 00:00:00-0400,21.590538329536553,21.87841217393037,21.28347289551648,21.628921508789062,43317200,msft,MSFT,technology,usa,0.0,0.0,
2000-05-05 00:00:00-0400,21.57134085925057,22.051130469109342,21.45619135288446,21.840023040771484,36402200,msft,MSFT,technology,usa,0.0,0.0,
2000-05-08 00:00:00-0400,21.782452678082773,21.91679379592117,21.398620912830214,21.43700408935547,36187600,msft,MSFT,technology,usa,0.0,0.0,
2000-05-09 00:00:00-0400,21.552144580612534,21.628910901469567,20.72690663139941,20.822864532470703,60778400,msft,MSFT,technology,usa,0.0,0.0,
2000-05-10 00:00:00-0400,20.803680362287167,20.842063536387325,20.189549576684595,20.323890686035156,67740000,msft,MSFT,technology,usa,0.0,0.0,
2000-05-11 00:00:00-0400,20.458230283817972,20.91882833898836,20.18954808496858,20.84206199645996,58390800,msft,MSFT,technology,usa,0.0,0.0,
2000-05-12 00:00:00-0400,21.01478101122282,21.417804208698325,20.957206268726317,21.12993049621582,37886000,msft,MSFT,technology,usa,0.0,0.0,
2000-05-15 00:00:00-0400,21.18751426902977,21.321855392112386,20.880448844840934,21.302663803100586,33899600,msft,MSFT,technology,usa,0.0,0.0,
2000-05-16 00:00:00-0400,21.360236967210287,21.686493955927787,21.20670426663735,21.341045379638672,48410600,msft,MSFT,technology,usa,0.0,0.0,
2000-05-17 00:00:00-0400,21.149119126169307,21.225885438786978,20.65013809415442,20.78447914123535,53242000,msft,MSFT,technology,usa,0.0,0.0,
2000-05-18 00:00:00-0400,20.899638297537567,20.899638297537567,20.227932750784753,20.323890686035156,53640400,msft,MSFT,technology,usa,0.0,0.0,
2000-05-19 00:00:00-0400,20.07440300244305,20.24712731125948,19.805720744284155,19.978445053100586,66578000,msft,MSFT,technology,usa,0.0,0.0,
2000-05-22 00:00:00-0400,19.997630612411424,20.03601378057344,19.172392496928037,19.70975685119629,69955000,msft,MSFT,technology,usa,0.0,0.0,
2000-05-23 00:00:00-0400,19.61379830561335,20.13197105928415,19.364307720512592,19.402690887451172,57963200,msft,MSFT,technology,usa,0.0,0.0,
2000-05-24 00:00:00-0400,19.383503265671777,20.43904057221826,19.34512009088827,20.131975173950195,85482400,msft,MSFT,technology,usa,0.0,0.0,
2000-05-25 00:00:00-0400,19.8249032342337,19.882477977411536,18.76936627597344,18.8845157623291,94348800,msft,MSFT,technology,usa,0.0,0.0,
2000-05-26 00:00:00-0400,19.057249463101734,19.229973778477277,18.539076516975097,18.865333557128906,55822000,msft,MSFT,technology,usa,0.0,0.0,
2000-05-30 00:00:00-0400,19.172396112475877,19.69056898038063,19.038054998574644,19.460269927978516,68536400,msft,MSFT,technology,usa,0.0,0.0,
2000-05-31 00:00:00-0400,19.54183601642346,19.56102760593136,19.057248381348877,19.21078109741211,54968200,msft,MSFT,technology,usa,0.0,0.0,
2000-06-01 00:00:00-0400,19.767336351481436,20.26631765744116,19.59461205326461,19.82491111755371,94507200,msft,MSFT,technology,usa,0.0,0.0,
2000-06-02 00:00:00-0400,20.266312436491223,20.49661144145135,19.959247096544388,20.36227035522461,80463200,msft,MSFT,technology,usa,0.0,0.0,
2000-06-05 00:00:00-0400,20.271119269255163,20.995601875091268,20.26632137120327,20.535003662109375,64400000,msft,MSFT,technology,usa,0.0,0.0,
2000-06-06 00:00:00-0400,20.938018607065963,21.45619138652589,20.822869100519313,21.379425048828125,99019000,msft,MSFT,technology,usa,0.0,0.0,
2000-06-07 00:00:00-0400,21.264283329037063,21.724881523889852,20.61176921966228,21.648115158081055,76310600,msft,MSFT,technology,usa,0.0,0.0,
2000-06-08 00:00:00-0400,21.974360052831166,22.14708428032067,20.957206268726317,21.12993049621582,94765600,msft,MSFT,technology,usa,0.0,0.0,
2000-06-09 00:00:00-0400,21.37942104703399,21.398612627866157,20.976397849558484,21.12993049621582,35710200,msft,MSFT,technology,usa,0.0,0.0,
2000-06-12 00:00:00-0400,21.187517797167054,21.187517797167054,20.38147092444874,20.535003662109375,49260600,msft,MSFT,technology,usa,0.0,0.0,
2000-06-13 00:00:00-0400,20.496613455082173,20.88044516772416,20.304697598761177,20.84206199645996,44289200,msft,MSFT,technology,usa,0.0,0.0,
2000-06-14 00:00:00-0400,21.437007652106857,21.80164788969865,21.34104969484586,21.648115158081055,79992400,msft,MSFT,technology,usa,0.0,0.0,
