date,open,high,low,close,volume,Dividends,Stock Splits,Brand_Name,ticker,Industry_Tag,Country,Capital Gains
2025-01-06 05:00:00+00:00,73.75,74.31999969482422,71.97000122070312,72.0,14919800.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-07 05:00:00+00:00,72.4000015258789,73.44000244140625,71.9800033569336,72.08999633789062,10453300.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-08 05:00:00+00:00,71.55999755859375,71.81999969482422,71.01000213623047,71.29000091552734,11843500.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-08 05:00:00+00:00,71.55999755859375,71.81999969482422,71.01000213623047,71.29000091552734,10409677.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-10 05:00:00+00:00,71.8499984741211,72.38999938964844,71.08999633789062,71.19999694824219,15659800.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-10 05:00:00+00:00,71.8499984741211,72.38999938964844,71.0999984741211,71.19999694824219,13315483.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-13 05:00:00+00:00,71.16999816894531,72.5999984741211,70.77999877929688,72.08000183105469,14561600.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-14 05:00:00+00:00,72.06999969482422,72.20999908447266,70.52999877929688,71.16999816894531,16725000.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-15 05:00:00+00:00,71.98999786376953,72.25,70.83999633789062,71.06999969482422,13451000.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-16 05:00:00+00:00,70.9000015258789,71.2300033569336,70.31999969482422,71.11000061035156,13674400.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-17 05:00:00+00:00,71.43000030517578,71.5199966430664,70.83999633789062,70.83999633789062,7881113.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-17 05:00:00+00:00,71.43000030517578,71.5199966430664,70.83999633789062,70.83999633789062,9691800.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-21 05:00:00+00:00,71.30000305175781,73.2699966430664,71.13999938964844,73.16999816894531,14193800.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-22 05:00:00+00:00,73.37999725341797,74.69999694824219,73.01000213623047,74.04000091552734,13019200.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-23 05:00:00+00:00,73.33999633789062,74.5,72.37000274658203,74.29000091552734,10669000.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-24 05:00:00+00:00,74.06999969482422,74.25,73.25,73.56999969482422,8099700.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-24 05:00:00+00:00,74.06999969482422,74.25,73.25,73.56999969482422,8090009.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-27 05:00:00+00:00,73.44000244140625,75.8499984741211,73.41999816894531,75.58000183105469,11632200.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-28 05:00:00+00:00,75.33000183105469,75.5999984741211,74.16000366210938,74.38999938964844,8686500.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-29 05:00:00+00:00,74.44999694824219,77.11000061035156,74.31999969482422,76.58000183105469,11755700.0,0.0,0.0,nike,NKE,apparel,usa,
2025-01-30 05:00:00+00:00,76.8499984741211,78.7699966430664,76.8499984741211,78.33000183105469,9437788.0,0.0,0.0,nike,NKE,apparel,usa,
