date,open,high,low,close,volume,Dividends,Stock Splits,Brand_Name,ticker,Industry_Tag,Country,Capital Gains
2025-01-06 05:00:00+00:00,423.2000122070313,426.4299926757813,401.7000122070313,411.0499877929688,85248900.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-07 05:00:00+00:00,405.8299865722656,414.3299865722656,390.0,394.3599853515625,75473200.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-08 05:00:00+00:00,392.9500122070313,402.5,387.3999938964844,394.9400024414063,72852000.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-08 05:00:00+00:00,393.0499877929688,402.4999084472656,387.4292907714844,394.9400024414063,71603819.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-10 05:00:00+00:00,391.3999938964844,399.2799987792969,377.2900085449219,394.739990234375,62127500.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-10 05:00:00+00:00,391.2225036621094,399.25,383.489990234375,394.739990234375,61427072.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-13 05:00:00+00:00,383.2099914550781,403.7900085449219,380.0700073242188,403.30999755859375,66525600.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-14 05:00:00+00:00,414.3399963378906,422.6400146484375,394.5400085449219,396.3599853515625,84084000.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-15 05:00:00+00:00,409.8999938964844,429.7999877929688,405.6600036621094,428.2200012207031,80876000.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-16 05:00:00+00:00,423.489990234375,424.0,409.1300048828125,413.8200073242188,67994900.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-17 05:00:00+00:00,421.7200012207031,439.739990234375,419.7701110839844,426.5,93672601.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-17 05:00:00+00:00,421.5,439.739990234375,419.75,426.5,94504200.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-21 05:00:00+00:00,432.6400146484375,433.2000122070313,406.30999755859375,424.0700073242188,86980300.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-22 05:00:00+00:00,416.80999755859375,428.0,414.5899963378906,415.1099853515625,60633000.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-23 05:00:00+00:00,416.05999755859375,420.7300109863281,408.9500122070313,412.3800048828125,50554400.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-24 05:00:00+00:00,414.3980102539063,418.010009765625,405.7799987792969,406.5799865722656,55945004.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-24 05:00:00+00:00,414.4500122070313,418.8800048828125,405.7799987792969,406.5799865722656,56140900.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-27 05:00:00+00:00,394.5320129394531,406.6698913574219,389.0,397.1499938964844,57406714.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-28 05:00:00+00:00,396.9100036621094,400.5899963378906,386.5,398.0899963378906,48732200.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-29 05:00:00+00:00,395.2099914550781,398.5899963378906,384.4800109863281,389.1000061035156,66354000.0,0.0,0.0,tesla,TSLA,automotive,usa,
2025-01-30 05:00:00+00:00,410.5,412.5,384.4100036621094,400.2799987792969,97125532.0,0.0,0.0,tesla,TSLA,automotive,usa,
