date,open,high,low,close,volume
2000-01-03 05:00:00+00:00,36.04181095563055,36.42564280819317,34.39133398961126,35.792320251464844,53228400
2000-01-04 05:00:00+00:00,34.87111432015168,35.965034802401895,34.468090984585814,34.5832405090332,54119000
2000-01-05 05:00:00+00:00,34.12263410422646,35.73472705403243,33.58526978762447,34.947872161865234,64059600
2000-01-06 05:00:00+00:00,34.448908339847215,34.967081334374164,33.27822120406411,33.77720260620117,54976600
2000-01-07 05:00:00+00:00,33.35498720811982,34.46809955453579,32.95196377234852,34.21860885620117,62013600
2000-01-10 05:00:00+00:00,34.83272249820769,34.909488828782244,34.199400270967544,34.46808242797852,44963600
2000-01-11 05:00:00+00:00,34.23779152134487,35.0822213570731,33.374170098440985,33.58527755737305,46743600
2000-01-12 05:00:00+00:00,33.31659020267853,33.43173970798733,32.069137228499905,32.49135208129883,66532400
2000-01-13 05:00:00+00:00,32.04995791670205,33.35498614325039,31.167144704625223,33.10549545288086,83144000
2000-01-14 05:00:00+00:00,32.91356423384362,34.98625515935681,32.472157833039894,34.46808242797852,73416400
2000-01-18 05:00:00+00:00,34.333760014975944,35.77312949576029,34.31456842189882,35.40848922729492,81483600
2000-01-19 05:00:00+00:00,33.93073975037191,34.23780526847483,32.54894491890881,32.85601043701172,97568200
2000-01-20 05:00:00+00:00,32.8751919494485,33.681238687263345,32.51055175853225,32.54893493652344,56349800
2000-01-21 05:00:00+00:00,32.85600255024002,32.93276891133871,31.70450713375965,31.85803985595703,68416200
2000-01-24 05:00:00+00:00,31.87243123996405,32.45297680372074,30.956032870728293,31.09037399291992,63597600
2000-01-25 05:00:00+00:00,31.01360577522441,31.896418810905296,30.57219925738396,31.570161819458008,59823200
2000-01-26 05:00:00+00:00,31.455005516196195,31.781262437352595,30.437851585532133,30.514617919921875,49365000
2000-01-27 05:00:00+00:00,30.6729449534718,31.071170267274105,29.86210063982613,30.32269859313965,63654800
2000-01-28 05:00:00+00:00,30.130779591528817,30.783293289689315,29.862097480521555,30.16916275024414,58225400
2000-01-31 05:00:00+00:00,29.97727261831934,30.149996980396725,29.1328424037188,30.054039001464844,73194200
2000-02-01 05:00:00+00:00,30.24593891081263,31.704499416664,29.996448297969632,31.60854148864746,70196600
2000-02-02 05:00:00+00:00,31.455022783510003,31.91562104269502,30.860083365396022,30.95604133605957,49915600
2000-02-03 05:00:00+00:00,31.33985910542193,31.99237301208717,30.744919955227143,31.81964874267578,49186000
2000-02-04 05:00:00+00:00,32.04995123452105,33.16306331332478,31.977982781150125,32.721656799316406,55365400
